1	4	1
2	4	2
4	4	4
5	4	5
6	4	6
7	4	7
8	4	8
9	4	9
10	4	10
11	4	11
12	4	12
13	4	13
14	4	14
15	4	15
16	4	16
17	4	17
18	4	18
19	4	19
20	4	20
21	4	31
22	4	32
23	4	33
24	4	34
25	4	35
26	4	36
27	4	37
28	4	38
29	4	39
30	4	40
31	4	41
32	4	42
33	4	43
34	4	44
35	4	45
36	20	46
37	20	47
38	20	48
39	20	49
40	20	50
42	20	51
43	20	52
46	4	55
47	4	56
49	4	58
50	4	59
51	4	60
52	20	61
56	4	65
57	4	66
58	4	67
59	4	68
60	4	69
61	4	70
62	4	71
63	4	72
64	4	73
65	4	74
67	21	76
68	21	77
69	21	78
71	4	80
72	4	81
73	4	82
74	4	83
75	18	84
76	18	85
77	18	86
78	18	87
79	18	88
80	18	89
81	18	90
82	9	91
83	21	92
84	21	93
85	9	94
86	4	95
87	9	95
88	21	96
89	9	97
90	18	98
94	18	102
95	4	103
96	4	104
97	4	105
98	9	106
99	9	107
102	9	110
103	9	111
104	21	112
105	4	113
106	18	114
107	18	115
108	4	116
109	9	116
110	18	117
111	4	118
112	4	119
114	20	121
122	21	129
123	18	130
125	18	131
126	18	132
127	18	133
128	18	134
129	18	135
130	18	136
131	4	137
132	9	137
133	21	138
134	21	139
135	21	140
136	9	141
142	20	145
143	9	146
144	4	147
145	9	147
147	18	149
148	20	150
150	20	152
151	20	153
153	20	155
154	20	156
156	20	158
158	20	160
160	20	161
162	4	162
166	4	163
167	18	163
184	4	3
185	18	3
187	18	164
188	18	165
189	4	166
190	4	167
191	4	168
192	4	169
194	13	170
196	13	171
199	13	173
201	4	175
202	18	176
203	1	177
204	4	178
206	5	157
207	18	179
208	4	180
209	9	180
210	18	181
211	4	182
212	20	183
213	4	184
214	20	185
216	20	187
217	20	189
218	20	190
219	11	54
220	20	191
221	20	192
226	4	196
227	9	196
228	4	197
229	9	197
231	4	199
232	4	200
233	4	201
234	4	202
235	2	203
236	18	204
237	19	204
238	22	204
239	20	206
240	4	205
241	18	207
242	4	208
243	18	208
244	4	209
245	18	209
248	18	210
252	9	214
253	9	215
255	9	217
258	9	220
260	21	222
265	21	225
267	21	226
268	21	108
269	21	227
270	21	228
272	21	230
273	21	231
274	21	232
276	9	234
277	21	235
278	21	236
279	18	237
280	19	237
281	22	237
282	4	237
284	21	238
285	21	239
286	21	240
287	21	241
289	21	243
290	21	244
291	21	245
313	4	84
314	4	85
315	4	86
316	4	87
317	4	88
318	4	89
319	4	90
320	4	98
321	4	102
322	4	114
323	4	115
324	4	117
325	4	130
326	4	164
327	4	165
328	4	176
329	4	179
330	4	181
331	4	204
332	4	207
333	4	210
334	18	246
335	22	246
336	4	246
337	21	247
338	2	248
339	4	249
340	18	250
341	4	250
342	21	251
343	21	216
344	21	218
345	21	252
346	21	253
347	4	254
348	4	255
349	1	256
350	1	257
351	1	258
352	21	259
353	4	260
354	4	261
355	4	262
356	4	263
357	13	264
358	13	265
359	13	266
360	21	219
364	9	270
365	9	271
366	9	272
367	9	273
368	9	274
369	18	267
370	19	267
371	22	267
372	4	267
374	18	268
375	19	268
376	22	268
377	4	268
379	18	269
380	19	269
381	22	269
382	4	269
384	9	275
385	21	217
386	21	214
387	21	220
388	21	276
394	9	277
395	18	277
396	4	277
397	21	278
398	21	279
399	21	280
400	21	281
401	21	282
402	21	283
403	21	284
404	21	285
405	21	286
406	21	287
407	21	288
408	21	289
409	21	290
410	21	291
412	21	292
413	21	293
414	21	294
415	9	295
416	9	296
417	8	297
418	9	298
419	9	299
420	9	300
421	9	301
422	9	302
427	9	307
428	9	308
429	9	309
430	9	310
432	18	312
433	4	312
434	13	313
435	13	314
437	9	315
438	4	316
439	2	317
441	4	319
442	21	320
443	21	321
444	21	322
445	21	323
446	21	324
447	21	325
448	21	326
449	21	327
450	21	328
451	21	329
452	21	330
453	21	331
454	21	332
455	21	333
456	21	334
457	21	335
461	2	339
462	20	340
463	4	341
464	23	342
465	2	343
466	2	344
467	20	345
468	20	346
469	9	347
470	9	348
471	9	349
473	21	352
474	21	353
475	21	354
477	21	356
478	21	357
479	21	358
480	21	359
481	21	360
482	21	361
483	21	362
484	21	363
485	21	364
486	21	109
487	9	365
488	9	366
489	9	367
490	9	368
491	4	369
492	4	370
493	18	371
494	19	371
495	22	371
496	4	371
498	13	372
499	13	373
504	18	375
505	2	375
506	9	148
507	18	148
508	21	376
509	21	377
510	21	378
511	21	379
512	9	380
513	21	380
514	21	381
515	21	382
516	21	383
517	9	384
518	21	384
519	21	385
520	21	386
521	2	387
522	35	388
523	18	389
524	4	389
525	13	390
526	4	391
527	4	392
528	4	393
529	4	394
530	4	395
531	20	396
534	2	397
535	4	397
536	9	398
537	9	399
538	22	400
539	8	401
540	18	401
541	22	401
542	18	402
543	8	403
544	18	403
545	8	404
547	18	404
548	22	404
551	9	406
552	8	407
553	18	407
554	22	407
555	41	408
556	41	409
557	42	409
558	9	410
559	4	411
560	9	412
562	8	414
563	8	415
570	8	422
571	8	423
572	8	424
574	8	426
575	8	427
576	8	428
578	8	430
579	8	431
581	8	433
582	8	434
583	8	435
584	8	436
585	8	437
586	8	438
587	8	439
588	8	440
589	41	267
590	8	441
591	18	442
592	4	442
593	18	443
594	4	443
595	8	444
596	8	445
597	4	446
598	8	447
599	9	448
600	8	429
601	2	429
602	9	449
603	9	450
604	9	451
605	9	452
606	9	453
607	9	454
608	4	455
609	4	456
610	18	457
611	4	457
612	20	458
613	20	459
614	9	460
615	9	461
616	9	186
617	9	311
618	9	194
619	9	462
620	9	463
622	41	465
623	41	466
624	41	467
625	41	468
626	41	469
629	4	471
630	18	472
631	19	472
632	22	472
633	4	472
634	9	473
635	9	474
636	8	475
637	18	475
638	22	475
659	41	470
660	25	470
661	8	470
662	11	470
663	9	470
664	10	470
665	20	470
666	18	470
667	23	470
668	12	470
669	2	470
670	7	470
671	4	470
672	6	470
673	5	470
674	48	478
675	41	479
676	41	480
677	41	481
678	41	482
680	18	484
682	18	485
684	41	485
685	42	485
686	41	484
687	42	484
688	48	486
689	41	487
690	4	488
691	2	489
692	41	490
693	9	491
694	9	492
695	41	493
696	9	493
697	9	494
698	41	483
699	8	483
700	9	483
701	41	495
702	9	496
703	9	497
704	9	498
705	48	499
706	41	500
707	8	500
708	9	500
709	8	501
710	9	502
711	9	503
714	41	506
715	8	506
716	9	506
717	9	505
718	8	507
719	8	508
720	9	509
721	9	510
722	41	511
723	8	511
724	9	511
725	41	512
726	8	512
727	9	512
728	41	513
729	8	513
730	9	513
732	8	515
733	8	516
734	8	517
735	8	518
736	2	518
737	8	519
738	8	520
739	8	521
740	8	522
741	8	523
742	8	524
743	8	525
744	8	526
745	8	527
747	4	529
748	41	464
749	9	464
750	23	530
751	9	531
752	9	532
753	9	533
754	9	534
755	9	535
756	9	536
757	9	537
758	9	538
759	9	539
760	41	540
763	41	541
764	8	541
765	23	541
766	48	542
767	9	543
768	41	544
769	8	544
770	9	544
771	9	545
772	18	545
773	9	546
774	18	546
775	41	547
776	8	547
777	9	547
778	20	548
779	9	549
780	9	550
781	9	551
782	8	552
783	18	552
784	22	552
785	41	553
786	42	553
787	41	554
788	9	554
789	8	555
790	41	556
791	9	556
792	41	557
793	8	557
794	18	557
795	41	558
796	8	558
797	18	558
798	41	559
799	8	559
800	18	559
801	18	560
802	19	560
803	22	560
804	4	560
805	9	561
806	4	561
807	9	562
808	4	562
809	8	563
810	4	564
