155	5	317	2	11
156	5	319	3	11
157	5	103	4	11
158	5	184	5	11
159	5	276	0	116
160	5	353	0	116
161	5	352	0	116
162	5	358	0	116
163	5	363	0	116
164	5	354	0	116
165	5	357	0	116
166	5	364	0	116
167	5	362	0	116
168	5	359	0	116
169	5	361	0	116
170	5	356	0	116
171	5	360	0	116
172	5	243	0	116
173	5	96	0	116
174	5	225	0	116
175	5	262	1	155
176	5	33	2	155
177	5	260	1	156
178	5	209	2	156
179	5	312	1	157
180	5	344	2	157
181	5	312	1	158
182	5	343	2	158
183	5	103	1	159
184	5	184	2	159
185	5	339	3	159
186	5	105	1	160
187	5	184	2	160
188	5	339	3	160
189	5	202	1	161
190	5	199	2	161
191	5	182	3	161
192	5	339	4	161
196	5	341	2	164
197	5	184	3	164
198	5	339	4	164
199	5	369	2	165
200	5	184	3	165
201	5	339	4	165
202	5	313	4	114
203	5	314	4	114
204	5	342	6	114
205	5	350	7	114
206	5	342	5	115
207	5	350	6	115
208	5	275	1	131
209	5	0	1	167
210	5	388	4	115
211	5	388	5	114
212	5	395	1	160
213	5	392	1	162
214	5	387	2	162
215	5	391	3	162
216	5	34	1	160
217	5	370	1	160
219	5	341	1	164
220	5	184	2	164
221	5	339	3	164
222	5	369	1	165
223	5	184	2	165
224	5	339	3	165
225	5	373	1	168
226	5	173	2	168
227	5	171	3	168
228	5	388	4	168
229	5	342	5	168
230	5	350	6	168
231	5	372	1	169
232	5	344	1	175
233	5	399	0	176
234	5	0	0	178
235	5	0	0	180
245	5	411	0	188
246	5	389	0	189
247	5	0	0	190
248	5	423	1	191
249	5	0	0	192
250	5	0	0	193
251	5	0	0	194
252	5	0	0	195
253	5	0	0	196
254	5	0	0	197
255	9	7	1	198
256	9	9	2	198
257	9	10	3	198
258	9	11	4	198
259	9	12	5	198
260	9	6	1	199
261	9	16	2	199
262	9	17	3	199
263	9	18	4	199
264	9	12	5	199
265	9	1	1	200
266	9	13	2	200
267	9	14	3	200
268	9	15	4	200
269	9	12	5	200
270	9	2	1	201
271	9	19	2	201
272	9	20	2	201
273	9	21	3	201
274	9	22	4	201
275	9	26	5	201
276	9	3	1	202
277	9	23	2	202
278	9	24	2	202
279	9	27	3	202
280	9	25	4	202
281	9	68	5	202
282	9	4	1	203
283	9	28	2	203
284	9	29	2	203
285	9	30	3	203
286	9	31	4	203
287	9	68	5	203
288	9	5	1	204
289	9	33	2	204
290	9	34	2	204
291	9	35	2	204
292	9	36	3	204
293	9	37	4	204
294	9	68	5	204
295	9	8	1	205
296	5	0	0	206
297	9	39	2	205
298	9	40	2	205
299	9	41	3	205
300	9	42	4	205
301	9	68	5	205
302	9	44	5	205
303	9	8	1	207
304	9	39	2	207
305	9	41	3	207
306	9	42	4	207
307	9	68	5	207
308	9	8	1	208
309	9	45	2	208
310	9	41	3	208
311	9	42	4	208
312	9	68	5	208
313	9	44	5	208
314	9	8	1	209
315	9	45	2	209
316	9	42	3	209
317	9	68	4	209
318	9	44	4	209
319	9	8	1	210
320	9	45	2	210
321	9	68	3	210
322	9	44	3	210
323	9	47	1	211
324	9	46	2	211
325	9	42	3	211
326	9	68	4	211
327	9	44	4	211
328	9	47	1	212
329	9	46	2	212
330	9	49	3	212
331	9	50	4	212
332	9	68	5	212
333	9	44	5	212
334	9	47	1	213
335	9	51	2	213
337	9	68	3	213
338	9	44	3	213
346	9	52	1	215
347	9	53	2	215
348	9	54	3	215
349	9	55	4	215
350	9	50	5	215
351	9	56	6	215
352	9	57	1	216
353	9	58	2	216
354	9	59	3	216
355	9	60	4	216
356	9	61	3	213
357	5	0	0	218
358	9	62	1	217
359	9	63	2	217
360	9	64	3	217
361	9	57	1	219
362	9	65	2	219
363	9	66	3	219
364	9	67	4	219
365	9	57	1	221
366	9	58	2	221
367	9	69	3	221
368	9	59	4	221
369	9	60	5	221
370	9	57	1	222
371	9	70	3	222
372	9	71	4	222
373	9	72	5	222
374	9	57	1	223
375	9	73	2	223
376	9	74	3	223
377	9	75	4	223
378	9	47	1	224
379	9	76	2	224
380	9	68	4	224
381	9	77	1	225
382	9	78	2	225
383	9	68	3	225
384	9	52	1	226
385	9	65	2	226
386	9	66	3	226
387	9	67	4	226
388	9	52	1	227
389	9	82	2	227
390	9	83	3	227
391	9	84	4	227
392	9	85	5	227
393	9	86	6	227
394	9	57	1	228
395	9	82	2	228
396	9	83	3	228
397	9	84	4	228
398	9	85	5	228
399	9	86	6	228
400	9	57	1	229
401	9	87	2	229
402	9	88	3	229
403	9	89	4	229
404	9	86	5	229
405	9	90	3	224
406	9	86	5	226
407	9	92	1	231
408	9	91	2	231
409	9	68	3	231
410	9	77	1	232
411	9	68	3	232
412	9	93	2	232
413	5	0	0	233
414	9	77	1	234
415	9	68	3	234
416	9	94	2	234
417	9	96	2	235
418	9	95	3	235
419	9	68	4	235
420	9	77	1	235
421	9	97	2	222
422	9	92	1	236
423	9	68	3	236
424	9	98	2	236
425	9	99	1	237
426	5	0	0	238
427	9	92	1	239
428	9	68	3	239
429	9	100	2	239
430	5	0	0	241
431	9	57	1	242
432	9	97	2	242
433	9	70	3	242
434	9	101	4	242
435	9	102	5	242
436	9	86	6	242
437	9	103	1	243
438	9	68	3	243
439	9	104	2	243
440	5	0	0	244
441	5	0	0	245
442	5	0	0	246
443	9	57	1	247
444	9	106	2	247
445	9	107	3	247
446	9	108	4	247
447	9	86	5	247
448	9	109	1	248
449	9	68	3	248
450	9	110	2	248
451	5	0	0	249
452	5	0	0	250
453	5	0	0	251
454	9	111	1	252
455	9	68	3	252
456	9	112	2	252
457	9	113	4	217
458	9	114	1	253
459	9	115	1	253
460	5	277	2	177
461	5	472	3	177
462	5	267	1	190
463	5	277	2	190
464	5	472	3	190
465	5	267	1	139
466	5	277	2	139
467	5	472	3	139
468	5	472	3	133
469	5	375	1	135
471	5	491	1	138
472	5	549	1	138
474	5	194	1	121
475	5	311	1	121
476	5	496	1	121
477	5	545	1	121
478	5	186	1	121
479	5	148	1	121
480	5	548	1	121
481	5	546	1	121
483	5	459	1	195
484	5	549	1	195
485	5	315	1	186
486	5	543	1	186
487	5	315	1	122
488	5	543	1	122
489	5	483	1	220
490	5	492	1	220
491	5	506	1	220
493	5	498	1	220
494	5	365	1	129
495	5	474	1	129
496	5	503	1	129
497	5	473	1	129
498	5	498	1	129
499	5	502	1	129
500	5	548	1	153
501	5	498	1	153
502	5	460	1	196
503	5	498	1	196
504	5	410	1	178
505	5	498	1	178
506	5	494	1	179
507	5	498	1	179
508	5	497	1	124
509	5	340	1	124
510	5	458	1	194
511	5	498	1	194
512	5	539	1	131
513	5	536	1	131
514	5	535	1	131
515	5	534	1	131
516	5	437	1	131
517	5	533	1	131
518	5	532	1	131
519	5	531	1	131
520	5	538	1	131
521	5	498	1	131
522	5	315	1	131
523	5	543	1	131
524	5	433	1	131
525	5	434	1	131
526	5	435	1	131
527	5	366	1	131
528	5	439	1	191
529	5	440	1	191
530	5	464	1	191
531	5	422	1	191
532	5	424	1	191
533	5	426	1	191
534	5	427	1	191
535	5	428	1	191
536	5	429	1	191
537	5	430	1	191
538	5	431	1	191
539	5	315	1	191
540	5	539	1	191
541	5	536	1	191
542	5	535	1	191
543	5	534	1	191
544	5	533	1	191
545	5	532	1	191
546	5	531	1	191
547	5	538	1	191
548	5	498	1	191
549	5	275	1	191
550	5	433	1	177
551	5	434	1	177
552	5	435	1	177
553	5	543	1	177
554	5	366	1	177
555	5	437	1	177
556	5	315	1	130
557	5	543	1	130
558	5	433	1	130
559	5	434	1	130
560	5	435	1	130
561	5	366	1	130
562	5	437	1	130
563	5	267	1	177
564	5	543	1	190
565	5	433	1	190
566	5	434	1	190
567	5	435	1	190
568	5	366	1	190
569	5	437	1	190
570	5	340	1	138
571	5	439	1	129
572	5	440	1	129
573	5	464	1	129
574	5	423	1	129
575	5	439	1	214
576	5	440	1	214
577	5	464	1	214
578	5	423	1	214
579	5	439	1	132
580	5	440	1	132
581	5	464	1	132
582	5	423	1	132
583	5	439	1	185
584	5	440	1	185
585	5	464	1	185
586	5	423	1	185
587	5	498	1	121
588	5	498	1	132
589	5	498	1	185
590	5	498	1	238
591	5	498	1	127
592	5	498	1	214
593	5	498	1	180
595	5	498	1	124
596	5	498	1	138
597	5	498	1	197
598	5	365	1	121
599	5	460	1	121
600	5	502	1	121
601	5	483	1	121
602	5	510	1	220
603	5	437	1	220
604	5	390	2	114
608	5	275	1	129
609	5	531	1	177
610	5	344	1	188
613	5	489	1	164
614	5	489	1	233
