1	1	4
3	4	2
4	5	6
5	6	7
6	7	8
7	10	11
8	11	12
9	11	13
10	13	14
11	14	15
12	15	16
13	16	17
14	17	18
15	9	10
16	18	19
17	19	20
18	20	21
19	21	22
20	22	23
21	23	24
22	24	25
23	26	27
24	27	28
25	28	29
26	29	30
27	30	31
28	31	32
29	32	33
30	35	36
31	36	37
32	37	38
33	38	39
34	39	40
35	40	41
36	41	42
37	42	43
38	43	44
39	44	45
40	58	59
41	59	60
42	46	47
43	47	48
44	48	49
45	49	50
46	50	51
47	51	52
48	52	53
49	53	54
50	54	55
51	55	56
52	56	57
53	61	63
54	63	62
55	57	64
56	65	66
57	66	67
58	68	69
59	69	70
60	70	71
61	71	72
62	72	73
63	73	74
64	74	75
65	75	76
66	76	77
67	77	78
68	78	79
69	79	80
70	80	81
71	81	82
72	83	84
73	84	85
74	85	86
75	86	87
76	87	88
77	88	89
78	89	90
79	90	91
80	91	92
81	92	93
82	93	94
83	94	95
84	107	108
85	108	96
86	96	97
87	97	98
88	98	99
89	99	100
90	100	101
91	101	102
92	102	103
93	103	104
94	104	105
95	105	106
96	109	110
99	115	116
100	116	117
101	117	118
109	134	135
110	135	136
111	136	137
112	137	138
113	138	139
114	139	140
115	140	141
116	141	142
117	142	143
118	143	144
119	144	145
120	145	146
121	146	147
122	147	148
123	148	149
125	150	151
126	151	152
127	152	153
128	154	155
129	155	156
130	156	157
131	157	158
132	175	176
133	177	178
134	179	180
135	181	182
136	183	184
137	184	185
138	186	187
139	187	188
140	189	190
141	190	191
142	191	192
145	196	197
146	197	198
147	199	200
148	200	201
149	62	202
150	62	203
151	202	211
152	203	211
153	204	205
154	2	210
155	206	207
156	210	206
157	211	204
158	213	214
159	214	215
160	219	220
161	220	221
162	222	223
163	223	224
164	225	226
165	226	227
166	227	228
167	228	229
168	229	230
169	248	339
176	410	412
177	412	411
178	414	416
179	416	415
180	422	424
181	424	423
182	427	429
183	429	428
184	437	439
185	439	438
187	198	446
188	441	451
197	460	461
198	247	462
199	462	463
200	463	464
201	465	466
202	466	467
203	110	468
204	471	472
205	472	473
206	252	483
207	253	502
208	234	504
209	251	510
210	426	590
211	235	593
212	508	594
213	254	597
214	609	460
215	245	610
217	613	196
218	413	614
